4699,2005-01-27,Double Jeopardy!,"LOW CUT GENES","$1600","A pair of chromosomes with this 2-letter designation makes a woman a woman","XX"
4699,2005-01-27,Double Jeopardy!,"IN THE DICTIONARY","$1600","The name of this African equine comes from the Portuguese for ""wild ass""","a zebra"
4699,2005-01-27,Double Jeopardy!,"FINE DINING","$1600","A company at Union Wharf in Portland ships all kinds of seafood, but is called ""Maine"" this creature ""Direct""","Lobster"
4699,2005-01-27,Double Jeopardy!,"TAKE OUT","$1600","A keratotomy is an incision of this eye part; a keratectomy removes part of it","the cornea"
4699,2005-01-27,Double Jeopardy!,"CONSTITUTIONAL AMENDMENTS","$2000","Decade when the 27th & last amendment, having to do with pay raises in Congress, took effect","the 1990s"
4699,2005-01-27,Double Jeopardy!,"SPORTS OF THE FEMALE OLYMPIANS","$2000","Lisa Fernandez, Jennie Finch & their 7 teammates on the field","softball"
4699,2005-01-27,Double Jeopardy!,"LOW CUT GENES","$2000","Named for a German neuropathologist, this memory loss disease may be caused by a gene on chromosome 21","Alzheimer's disease"
4699,2005-01-27,Double Jeopardy!,"IN THE DICTIONARY","$800","This cutting implement has the same name as a type of dive & a kind of trailer-truck accident","a jackknife"
4699,2005-01-27,Double Jeopardy!,"FINE DINING","$2000","En croute, as in salmon en croute, is French for ""in"" this, also found on toast","crust"
4699,2005-01-27,Double Jeopardy!,"TAKE OUT","$2000","The embolus removed from an artery in an embolectomy is usually one of these obstructions","a (blood) clot"
4699,2005-01-27,Final Jeopardy!,"MOUNTAINS","None","To trek through its Khumbu Icefall, Lhotse Face & South Col, your team needs a $70,000 permit from Nepal's government","Mount Everest"
3113,1998-02-25,Jeopardy!,"COMMON BONDS","$100","Fife, Rubble, Miller","Barney"
3113,1998-02-25,Jeopardy!,"SIMPLE SCIENCE","$100","State of matter a substance is in after it's gone through evaporation","gaseous"
3113,1998-02-25,Jeopardy!,"ROCK MUSIC","$100","In April of 1990 she began her worldwide ""Blond Ambition"" tour to promote her CD ""I'm Breathless""","Madonna"
3113,1998-02-25,Jeopardy!,"AT THE BUILDING SITE","$100","He's got the building wired for ""current"" affairs","an electrician"
3113,1998-02-25,Jeopardy!,"HEY, GOOD-LOOKIN'","$100","A 4-legged one may be a vixen; a 2-legged one may be a vixen, too","a fox"
3113,1998-02-25,Jeopardy!,"WHAT'CHA GOT COOKIN'?","$100","I'm boiling these to mix with red cabbage; it's too darn hot to roast them on an open fire","chestnuts"
3113,1998-02-25,Jeopardy!,"COMMON BONDS","$200","Foehn, Zephyr, Simoom","winds"
3113,1998-02-25,Jeopardy!,"SIMPLE SCIENCE","$200","Number of sides on a honeycomb cell or on a snowflake","6"
3113,1998-02-25,Jeopardy!,"ROCK MUSIC","$200","His ""Doggystyle"" CD was the first debut album ever to enter the Billboard charts at No. 1","Snoop Doggy Dogg"
3113,1998-02-25,Jeopardy!,"AT THE BUILDING SITE","$200","The current affairs this person deals with are labelled H & C","the plumber"
3113,1998-02-25,Jeopardy!,"HEY, GOOD-LOOKIN'","$200","In a 1979 film, Dudley Moore gives her a rating of 11 on a scale of 1-10","Bo Derek"
3113,1998-02-25,Jeopardy!,"WHAT'CHA GOT COOKIN'?","$200","Don't be intimidated by the skewers; I'll use them on the marinated lamb to make this","shish kabob"
3113,1998-02-25,Jeopardy!,"COMMON BONDS","$300","Shirt, kite, donkey","(things with) tails"
3113,1998-02-25,Jeopardy!,"SIMPLE SCIENCE","$300","We wouldn't fib, your fibula runs parallel with this bone","your tibia"
3113,1998-02-25,Jeopardy!,"ROCK MUSIC","$200","(<a href=""http://www.j-archive.com/media/1998-02-25_J_04.jpg"" target=""_blank"">Hi.  I am Chris Hardwick.</a>)  In April 1987 MTV premiered the video show ""Headbanger's Ball"" for devotees of this type of music","heavy metal"
3113,1998-02-25,Jeopardy!,"AT THE BUILDING SITE","$300","A Fats Waller is a pianist & this ""waller"" is an installer of plasterboard","a drywaller"
3113,1998-02-25,Jeopardy!,"HEY, GOOD-LOOKIN'","$300","In boxing, it's when you've fallen & you can't get up","a knockout"
3113,1998-02-25,Jeopardy!,"WHAT'CHA GOT COOKIN'?","$300","I'm making passover breakfast fun by using this unleavened bread in a version of French toast","matzah"
3113,1998-02-25,Jeopardy!,"COMMON BONDS","$400","Roofs, halos, quantum mechanics","things that are over my head"
3113,1998-02-25,Jeopardy!,"SIMPLE SCIENCE","$400","A poison in pure form, this element used as a germicide on cuts has a chemical symbol that's a pronoun","iodine"
3113,1998-02-25,Jeopardy!,"ROCK MUSIC","$400","This Seattle grunge band backed Neil Young on his ""Mirror Ball"" CD","Pearl Jam"
3113,1998-02-25,Jeopardy!,"AT THE BUILDING SITE","$400","He'll get you stoned or brickworked, & maybe even teach you a secret handshake","a mason"
3113,1998-02-25,Jeopardy!,"HEY, GOOD-LOOKIN'","$400","Psalm 8 declares, ""Out of the mouth of"" these ""and sucklings hast thou ordained strength""","babes"
3113,1998-02-25,Jeopardy!,"WHAT'CHA GOT COOKIN'?","$400","I'm sauteeing this organ meat in butter & lemon juice, as you'd know, if you had any","brains"
3113,1998-02-25,Jeopardy!,"COMMON BONDS","$500","Purpose of the structures seen here: <a href=""http://www.j-archive.com/media/1998-02-25_J_25.jpg"" target=""_blank"">[1]</a> <a href=""http://www.j-archive.com/media/1998-02-25_J_25a.jpg"" target=""_blank"">[2]</a> <a href=""http://www.j-archive.com/media/1998-02-25_J_25b.jpg"" target=""_blank"">[3]</a>","astronomy (or observatories)"
3113,1998-02-25,Jeopardy!,"SIMPLE SCIENCE","$500","French mathematician who devised the plotting system that uses coordinates named for him","Rene Descartes"
3113,1998-02-25,Jeopardy!,"ROCK MUSIC","$500","He recorded his 1982 hit album, ""Nebraska"", as a series of demos on a 4-track machine at home","Bruce Springsteen"
3113,1998-02-25,Jeopardy!,"AT THE BUILDING SITE","$500","A teacher could handle this, the moving of earth to form a smooth surface for a roadway","a grader"
3113,1998-02-25,Jeopardy!,"HEY, GOOD-LOOKIN'","$500","An explosive device, a stunning revelation, or a stunning blonde","a bombshell"
3113,1998-02-25,Jeopardy!,"WHAT'CHA GOT COOKIN'?","$500","This clear meat soup will be finished in a jiffy; actually, ""finished"" is what its name means","a consommé"
3113,1998-02-25,Double Jeopardy!,"LITERARY HOUSES","$200","Harry Angstrom's house burns to the ground in this author's 1971 novel ""Rabbit Redux""","(John) Updike"
3113,1998-02-25,Double Jeopardy!,"THE MAINE ATTRACTION","$200","Summer is the time for Whatever Week, a celebration of the Kennebec River in this state capital","Augusta"
3113,1998-02-25,Double Jeopardy!,"ACTRESSES","$200","Ralph Macchio's love interest in ""The Karate Kid"", she took a darker turn in ""Leaving Las Vegas""","Elisabeth Shue"
3113,1998-02-25,Double Jeopardy!,"CROSSWORD CLUES ""M""","$200","Diamond deposit; it ain't yours! (4)","mine"
3113,1998-02-25,Double Jeopardy!,"IT'S GREEK MYTHOLOGY TO ME","$200","Menelaus not only wanted this wife back, but the treasure Paris stole along with her","Helen"
3113,1998-02-25,Double Jeopardy!,"TAKE A GUESS","$200","Gwilym is the Welsh form of this name that's been popular in England for centuries","William"
3113,1998-02-25,Double Jeopardy!,"LITERARY HOUSES","$400","In this Anne Tyler novel, a travel writer breaks his leg & moves into his siblings' home","The Accidental Tourist"
3113,1998-02-25,Double Jeopardy!,"THE MAINE ATTRACTION","$400","Parson's Way, a scenic walkway in Kennebunkport, passes near this former president's home, Walker's Point","(George Herbert Walker) Bush"
3113,1998-02-25,Double Jeopardy!,"ACTRESSES","$400","Her first name honors the playwriting partner of Russel Crouse, her father","Lindsey Crouse"
3113,1998-02-25,Double Jeopardy!,"CROSSWORD CLUES ""M""","$400","When it's ""praying"", it's preying (6)","mantis"
3113,1998-02-25,Double Jeopardy!,"IT'S GREEK MYTHOLOGY TO ME","$400","This god zapped Salmoneus into oblivion for trying to imitate his thunder & lightning","Zeus"
3113,1998-02-25,Double Jeopardy!,"TAKE A GUESS","$400","John David Joyce set a Guinness record by doing this continuously in a hammock for 240 hours","rocking (or swinging)"
3113,1998-02-25,Double Jeopardy!,"LITERARY HOUSES","$800","The Red Cloud, Nebraska home seen <a href=""http://www.j-archive.com/media/1998-02-25_DJ_08.jpg"" target=""_blank"">here</a> was the model for Antonia's home in a novel by this author:","Willa Cather"
3113,1998-02-25,Double Jeopardy!,"THE MAINE ATTRACTION","$600","Maine is so famous for these berries that the town of Machias honors them with a festival","blueberries"
3113,1998-02-25,Double Jeopardy!,"ACTRESSES","$600","Tamara Dobson fought drugs as ""Cleopatra Jones"" in 1973, 10 years after this woman was ""Cleopatra""","Liz Taylor"
3113,1998-02-25,Double Jeopardy!,"CROSSWORD CLUES ""M""","$600","Actor Fredric's month (5)","March"
3113,1998-02-25,Double Jeopardy!,"IT'S GREEK MYTHOLOGY TO ME","$600","This war god wasn't too successful in battle; he was once captured & stuck in a jar for 13 months","Ares"
3113,1998-02-25,Double Jeopardy!,"TAKE A GUESS","$600","Of a pogo stick injury, a dense winter fog or the bite of a comic strip possum, what a pogonip is","a dense winter fog"
3113,1998-02-25,Double Jeopardy!,"LITERARY HOUSES","$800","In the novel by Isabel Allende, Clara del Valle Trueba shares a house with these title entities","the Spirits"
3113,1998-02-25,Double Jeopardy!,"THE MAINE ATTRACTION","$800","A national wildlife refuge near Kittery is named for this biologist who wrote ""Silent Spring""","Rachel Carson"
3113,1998-02-25,Double Jeopardy!,"ACTRESSES","$800","This star brought ""Beaches"" & ""For the Boys"" to the screen through her All Girl Productions","Bette Midler"
3113,1998-02-25,Double Jeopardy!,"CROSSWORD CLUES ""M""","$800","Stubborn slippers (5)","mules"
3113,1998-02-25,Double Jeopardy!,"IT'S GREEK MYTHOLOGY TO ME","$800","This underworld kingpin had a helmet that made him invisible; after all, his name means ""the unseen""","Hades"
3113,1998-02-25,Double Jeopardy!,"TAKE A GUESS","$800","2 of the 4 actors who earned 1974 Oscar nominations for ""The Godfather Part II""; one of them won","(2 of) Robert De Niro, Al Pacino, Michael V. Gazzo, & Lee Strasberg"
3113,1998-02-25,Double Jeopardy!,"LITERARY HOUSES","$1000","In this novel by John Kennedy Toole, Ignatius J. Reilly lives with his mother in her New Orleans home","The Confederacy of Dunces"
3113,1998-02-25,Double Jeopardy!,"THE MAINE ATTRACTION","$1000","It's the only National Park in all of New England","Acadia"
3113,1998-02-25,Double Jeopardy!,"ACTRESSES","$2,000","This star seen here in a 1953 film left movies in 1958 for her own TV ""Show"":  <a href=""http://www.j-archive.com/media/1998-02-25_DJ_05.jpg"" target=""_blank""><i>""Hi, what's your name?""</i></a> <a href=""http://www.j-archive.com/media/1998-02-25_DJ_05a.jpg"" target=""_blank""><i>""I'm Lorlene.""</i></a>","Donna Reed"
3113,1998-02-25,Double Jeopardy!,"CROSSWORD CLUES ""M""","$1000","Eggplant entree, in Greece (6)","musaka"
3113,1998-02-25,Double Jeopardy!,"IT'S GREEK MYTHOLOGY TO ME","$1000","Atalanta excelled in this blood sport of which Artemis was goddess","hunting"
3113,1998-02-25,Double Jeopardy!,"TAKE A GUESS","$1000","Armenia is bordered by this other ""A"" country on the East & on the Southwest","Azerbaijan"
3113,1998-02-25,Final Jeopardy!,"ASIA","None","19th century novelist Jose Rizal was a hero of this country's independence movement","the Philippines"
3447,1999-09-07,Jeopardy!,"FARAWAY PLACES","$100","This large African desert is home to 2 million people, about as many as Utah","Sahara"
3447,1999-09-07,Jeopardy!,"BIRDS!  BIRDS!  BIRDS!","$100","It loves to swim, but this bird seen here is one of the few that do not fly","Penguin"
3447,1999-09-07,Jeopardy!,"CANDY & GUM SLOGANS","$100","""Gimme a Break, Gimme a Break, Break Me Off a Piece"" of this candy bar","Kit Kat"
3447,1999-09-07,Jeopardy!,"THOSE WACKY GERMANS","$100","Gesundheit, meaning ""health"", is what Germans say instead of ""bless you"" when you do this","Sneeze"
3447,1999-09-07,Jeopardy!,"CARTOONS","$100","On Saturday morning, this Disney hero attends Prometheus Academy","Hercules"
3447,1999-09-07,Jeopardy!,"THE ""X"" FILES","$100","A shortened form of Christmas is spelled this way","Xmas"
3447,1999-09-07,Jeopardy!,"FARAWAY PLACES","$200","This land that's north of England has odd place names lile Loch Lochy & Loch Oich","Scotland"
3447,1999-09-07,Jeopardy!,"BIRDS!  BIRDS!  BIRDS!","$200","Seen here, the great horned type of this bird is found from Alaska to South America","Owl"
3447,1999-09-07,Jeopardy!,"CANDY & GUM SLOGANS","$200","""The Milk Chocolate Melts in Your Mouth -- not in Your Hand""","M&M's"
3447,1999-09-07,Jeopardy!,"THOSE WACKY GERMANS","$200","The food many Germans like best is wurst, which are these hot-dog-shaped meat treats","Sausages"
3447,1999-09-07,Jeopardy!,"CARTOONS","$200","The monster seen here (Godzilla) originally appeared in movies from this country","Japan"
3447,1999-09-07,Jeopardy!,"THE ""X"" FILES","$200","High-energy radiation used to take a picture of your insides","X-rays"
3447,1999-09-07,Jeopardy!,"FARAWAY PLACES","$300","The Forbidden City is at the heart of this capital of China, also called Peking","Beijing"
3447,1999-09-07,Jeopardy!,"BIRDS!  BIRDS!  BIRDS!","$300","The largest bird in the world, this one, seen here, is also the fastest on land","Ostrich"
3447,1999-09-07,Jeopardy!,"CANDY & GUM SLOGANS","$300","""The Great American Chocolate Bar""","Hershey's"
3447,1999-09-07,Jeopardy!,"THOSE WACKY GERMANS","$300","Germans decorate Christmas trees with silvery strings & call it the ""hair"" of these heavenly beings","Angels"
3447,1999-09-07,Jeopardy!,"CARTOONS","$300","This ""Funnie"" middle school student got his first movie in March 1999","Doug"
3447,1999-09-07,Jeopardy!,"THE ""X"" FILES","$300","Breastplated ""Warrior Princess"" played by Lucy Lawless","Xena"
3447,1999-09-07,Jeopardy!,"FARAWAY PLACES","$700","To get from Africa to Arabia, you cross (or part) this sea that has a colorful name","Red Sea"
3447,1999-09-07,Jeopardy!,"BIRDS!  BIRDS!  BIRDS!","$400","The colorful macaw variety of this bird is seen here","Parrot"
3447,1999-09-07,Jeopardy!,"CANDY & GUM SLOGANS","$400","""4 Out of 5 Dentists Surveyed Recommend Sugarless Gum for their Patients who Chew Gum""","Trident"
3447,1999-09-07,Jeopardy!,"THOSE WACKY GERMANS","$400","From 1949 to 1990 Germany was split into 2 countries, which were called this","East & West Germany"
3447,1999-09-07,Jeopardy!,"CARTOONS","$400","Ms. Frizzle, a science teacher, drives this title vehicle","The Magic School Bus"
3447,1999-09-07,Jeopardy!,"THE ""X"" FILES","$400","A percussion instrument played with small mallets","Xylophone"
3447,1999-09-07,Jeopardy!,"FARAWAY PLACES","$500","In 1999 all of Nunavut became a territory in this country, the second largest in area in the world","Canada"
3447,1999-09-07,Jeopardy!,"BIRDS!  BIRDS!  BIRDS!","$500","A national symbol, this endangered bird has been making a comeback in recent years","Bald eagle"
3447,1999-09-07,Jeopardy!,"CANDY & GUM SLOGANS","$500","""Packed with Peanuts"", it ""Really Satisfies""","Snickers"
3447,1999-09-07,Jeopardy!,"THOSE WACKY GERMANS","$500","A rathaus isn't as bad as it sounds: it's this ""hall"" where the mayor might work","City hall"
3447,1999-09-07,Jeopardy!,"CARTOONS","$500","Bubbles, Blossom & Buttercup make up this group devoted to ""Saving the Day Before Bedtime""","The Powerpuff Girls"
3447,1999-09-07,Jeopardy!,"THE ""X"" FILES","$500","A trademarked name, it's often used as a synonym for a photocopy","Xerox"
3447,1999-09-07,Double Jeopardy!,"THE CIVIL WAR","$200","On April 12, 1861 Confederate general Beauregard attacked this fort in Charleston Harbor","Fort Sumter"
3447,1999-09-07,Double Jeopardy!,"LANGUAGES","$200","Romanian developed from this language of the ancient Romans","Latin"
3447,1999-09-07,Double Jeopardy!,"NURSERY RHYMES","$200","Simple Simon met him ""going to the fair""","A pieman"
3447,1999-09-07,Double Jeopardy!,"ARE WE THERE YET?","$200","Take a trolley to tour the National Cathedral, Georgetown & the Smithsonian in this city","Washington, D.C."
3447,1999-09-07,Double Jeopardy!,"CLASSICAL MUSIC","$200","This German composer's 5th Symphony in C Minor has a famous opening","Ludwig van Beethoven"
3447,1999-09-07,Double Jeopardy!,"WHOSE IS IT?","$200","2 by 2 the animals were put on this ""ark""","Noah's Ark"
3447,1999-09-07,Double Jeopardy!,"THE CIVIL WAR","$400","In his second inaugural address, he said about slavery, ""All know that this...was, somehow, the cause of the war""","Abraham Lincoln"
3447,1999-09-07,Double Jeopardy!,"LANGUAGES","$400","Athenians speak the Attic dialect of this language","Greek"
3447,1999-09-07,Double Jeopardy!,"NURSERY RHYMES","$400","One little pig ""went to market""; one little pig ""stayed at home""; one little pig ate this meat","Roast beef"
3447,1999-09-07,Double Jeopardy!,"ARE WE THERE YET?","$400","A theme park in Brainerd, Minnesota welcomes you with a 26-foot-tall statue of this lumberjack","Paul Bunyan"
3447,1999-09-07,Double Jeopardy!,"CLASSICAL MUSIC","$400","Escamillo is a toreador in ""Carmen"", an opera set in this European country","Spain"
3447,1999-09-07,Double Jeopardy!,"WHOSE IS IT?","$400","This ""apple"" is at the front of men's throats","Adam's apple"
3447,1999-09-07,Double Jeopardy!,"THE CIVIL WAR","$600","The greatest battle fought in the Western Hemisphere has the ""address"" of this small Pennsylvania town","Gettysburg"
3447,1999-09-07,Double Jeopardy!,"LANGUAGES","$2,000","Most of the classes in Quebec schools are taught in this language","French"
3447,1999-09-07,Double Jeopardy!,"NURSERY RHYMES","$600","Did you ever see such a thing in your life?  The farmer's wife cut off their tails ""with a carving knife""","Three Blind Mice"
3447,1999-09-07,Double Jeopardy!,"ARE WE THERE YET?","$600","Start early; the 4 presidents sculpted on this mountain are best viewed in morning light","Mount Rushmore"
3447,1999-09-07,Double Jeopardy!,"CLASSICAL MUSIC","$600","The music of this Tchaikovsky ""Suite"" comes from his 1892 ballet, popular at Christmas","""The Nutcracker"""
3447,1999-09-07,Double Jeopardy!,"WHOSE IS IT?","$600","Ben Franklin used a pen name to publish this almanac from 1732 to 1757","Poor Richard's Almanack"
3447,1999-09-07,Double Jeopardy!,"THE CIVIL WAR","$800","When this general accepted Robert E. Lee's surrender at Appomattox, he was wearing a mud-splattered private's coat","Ulysses S. Grant"
3447,1999-09-07,Double Jeopardy!,"LANGUAGES","$800","Javanese is the native language of about 60 million people on the island of Java in this country","Indonesia"
3447,1999-09-07,Double Jeopardy!,"NURSERY RHYMES","$800","""Hey Diddle, Diddle!""  After the little dog laughed, these 2 things ran off together","Dish & spoon"
3447,1999-09-07,Double Jeopardy!,"ARE WE THERE YET?","$500","The Congress Street Bridge is where Bostonians recreate this historic event every December","Boston Tea Party"
3447,1999-09-07,Double Jeopardy!,"CLASSICAL MUSIC","$800","Prokofiev wrote a famous orchestra piece called ""Peter and"" this animal","The wolf"
3447,1999-09-07,Double Jeopardy!,"WHOSE IS IT?","$800","The Battle of the Little Bighorn, won by the Sioux, also has this ""final"" name","Custer's Last Stand"
3447,1999-09-07,Double Jeopardy!,"THE CIVIL WAR","$1000","In February 1861 6 Southern states founded the Confederate States of America & elected him president","Jefferson Davis"
3447,1999-09-07,Double Jeopardy!,"LANGUAGES","$1000","Most of the people of Brazil speak this official language","Portuguese"
3447,1999-09-07,Double Jeopardy!,"NURSERY RHYMES","$1000","It's what Peter, Peter ate; later he kept his wife in the shell of one","Pumpkin"
3447,1999-09-07,Double Jeopardy!,"ARE WE THERE YET?","$1000","This oldest national park has entrances in Wyoming & Montana","Yellowstone"
3447,1999-09-07,Double Jeopardy!,"CLASSICAL MUSIC","$1000","This Austrian child prodigy began composing minuets when he was only 5","Wolfgang Amadeus Mozart"
3447,1999-09-07,Double Jeopardy!,"WHOSE IS IT?","$1000","This ""heel"" is named for thr only place a famous Greek warrior could be wounded","Achilles' heel"
3447,1999-09-07,Final Jeopardy!,"EMPIRES","None","In the early 1800s, this man's empire included the duchy of Warsaw, the kingdom of Naples & Spain","Napoleon"
6294,2012-01-19,Jeopardy!,"A SHAKESPEARE PLAY, FOR OPENERS","$200","This play opens on the battlements of the castle at Elsinore as Barnardo asks, ""who's there?""","Hamlet"
6294,2012-01-19,Jeopardy!,"THAT'S BUSINESS","$200","He started a book business from his home in 1873; his son William joined forces with G. Clifford Noble in 1917","(Charles M.) Barnes"
6294,2012-01-19,Jeopardy!,"NURSERY RHYMES","$200","Peter, Peter was an eater of this; he kept his wife in its shell","pumpkin"
6294,2012-01-19,Jeopardy!,"INLETS","$200","This largest Alaskan city lies at the head of cook inlet on the Kenai peninsula","Anchorage"
6294,2012-01-19,Jeopardy!,"THE EVOLUTION OF ""M""USIC","$200","This '60s ""Nights in White Satin"" band has another color in its name","Moody Blues"
6294,2012-01-19,Jeopardy!,"FOREIGN","$200","In Portuguese, domingo is this day of the week","Sunday"
6294,2012-01-19,Jeopardy!,"A SHAKESPEARE PLAY, FOR OPENERS","$400","""Othello"" opens with Roderigo addressing this villain: ""Tush, never tell me; I take it much unkindly""","Iago"
6294,2012-01-19,Jeopardy!,"THAT'S BUSINESS","$400","In 1997 Tyco International moved to this U.K. territory in the Atlantic for tax purposes","Bermuda"
6294,2012-01-19,Jeopardy!,"NURSERY RHYMES","$400","""I had a little hobby-horse and it was dapple gray; its head was made of pea-straw, its tail was made of"" this","hay"
6294,2012-01-19,Jeopardy!,"INLETS","$400","Big ships must pass through Admiralty Inlet to enter or leave this Washington State sound","Puget Sound"
6294,2012-01-19,Jeopardy!,"THE EVOLUTION OF ""M""USIC","$400","1974's ""Mandy"" was his first Top 40 hit--& it reached No.1","Barry Manilow"
6294,2012-01-19,Jeopardy!,"FOREIGN","$400","In French, l'oiseau is this; it sports les plumes","a bird"
6294,2012-01-19,Jeopardy!,"A SHAKESPEARE PLAY, FOR OPENERS","$600","The chorus of ""Romeo & Juliet"" tells us it's in this city ""where we lay our scene""","Verona"
6294,2012-01-19,Jeopardy!,"THAT'S BUSINESS","$600","An Italian clothier is known as the United Colors of this","Benetton"
6294,2012-01-19,Jeopardy!,"NURSERY RHYMES","$600","In a counting nursery rhyme, they were ""a-courting"", ""in the kitchen"" & ""a-waiting""","maids"
6294,2012-01-19,Jeopardy!,"INLETS","$1,000","Faxa Bay in the North Atlantic is between this country's Snaefells & Reykjanes peninsulas","Iceland"
6294,2012-01-19,Jeopardy!,"THE EVOLUTION OF ""M""USIC","$600","This singer of ""Jack & Diane"" had to fight to record under his own name","John Mellencamp"
6294,2012-01-19,Jeopardy!,"FOREIGN","$600","If Popeye spoke Hebrew he'd ask for tered, this","spinach"
6294,2012-01-19,Jeopardy!,"A SHAKESPEARE PLAY, FOR OPENERS","$800","Completes the opening sentence ""Now is the winter of our discontent made glorious summer by this sun of...""","York"
6294,2012-01-19,Jeopardy!,"THAT'S BUSINESS","$800","In 1851 this company started using a logo with a man in the moon & 13 stars; now it uses its initials","Proctor & Gamble"
6294,2012-01-19,Jeopardy!,"NURSERY RHYMES","$800","While ""January brings the snow"", ""may brings flocks of pretty"" these, ""skipping by their fleecy dams""","lambs"
6294,2012-01-19,Jeopardy!,"INLETS","$800","This Chilean city whose name means ""valley of paradise"" lies on a wide inlet of the Pacific","Valparaiso"
6294,2012-01-19,Jeopardy!,"THE EVOLUTION OF ""M""USIC","$800","In the '90s it was ""Enter Sandman"" with this group","Metallica"
6294,2012-01-19,Jeopardy!,"FOREIGN","$800","Tredici is Italian for this symbol of bad luck","thirteen"
6294,2012-01-19,Jeopardy!,"A SHAKESPEARE PLAY, FOR OPENERS","$1000","This play opens most dramatically with thunder & lightning. A ship is seen. Then a cry of ""bos'n!""","The Tempest"
6294,2012-01-19,Jeopardy!,"THAT'S BUSINESS","$1000","In 1927 this brand name first appeared on a Sears washing machine","Kenmore"
6294,2012-01-19,Jeopardy!,"NURSERY RHYMES","$1000","""Here we go round"" this bush ""on a cold and frosty morning""","the mulberry bush"
6294,2012-01-19,Jeopardy!,"INLETS","$1000","North Carolina's Albemarle Sound is no deeper than 25 feet & is protected from the Atlantic by this island chain","the Outer Banks"
6294,2012-01-19,Jeopardy!,"THE EVOLUTION OF ""M""USIC","$1000","In the 2000s ""Makes Me Wonder"" got this group noticed","Maroon 5"
6294,2012-01-19,Jeopardy!,"FOREIGN","$1000","In German, berg is this topographical feature on a map","a mountain"
6294,2012-01-19,Double Jeopardy!,"AMERICAN HISTORY","$400","In December 1974 this former New York governor was sworn in as Vice President","Rockefeller"
6294,2012-01-19,Double Jeopardy!,"WHAT'S YOUR BEEF?","$400","If you can't stand the heat, there's always this raw dish that includes onions, capers, egg yolks & beef tenderloin","steak tartare"
6294,2012-01-19,Double Jeopardy!,"WEAPONS OF WORLD WAR II","$400","The British A22 Mark IV tank carried a 75-millimeter gun & this prime minister's name","Churchill"
6294,2012-01-19,Double Jeopardy!,"THE LIVING PLANET","$400","Able to lift 850 times its own weight, the strongest animal is the rhinoceros type of this insect","beetle"
6294,2012-01-19,Double Jeopardy!,"ACTING PRESIDENTS ON TV","$400","Blair Underwood as President Elias Martinez","The Event"
6294,2012-01-19,Double Jeopardy!,"4 N","$400","Number of ""beers on the wall"" at the beginning of the song","ninety-nine"
